iteration,Training RMSE,Validation RMSE
0,0.34271517627827525,0.19997550372594203
1,0.3362708117706577,0.19301240530611843
2,0.33053535588659916,0.19358392985253997
3,0.32541879861019185,0.19262566187556338
4,0.32002688179511773,0.18852963329038758
5,0.31482690270670083,0.189801459443422
6,0.3111776373323081,0.1909588410675829
7,0.30688035312566014,0.19264573634315527
8,0.30376693080678996,0.19214771695936944
9,0.29898352774893944,0.19211667854722092
10,0.29578168851138403,0.1959616282360153
11,0.2927037275341944,0.19514151035644337
12,0.28886948913881355,0.1968152019908734
13,0.28591162352540345,0.19887750306420118
14,0.28321869049894843,0.19909376199053855
15,0.28020984700035656,0.19704062383201182
16,0.277617412610529,0.20146111089484434
17,0.27516573886891516,0.2026526099539833
18,0.2726207349691856,0.20384976638510838
19,0.27090423675912867,0.20404454800164706
20,0.26818056589711414,0.20224554140199816
21,0.265663806876608,0.201357828816281
22,0.2640993431501883,0.1996059368140296
23,0.26226997967962173,0.1984274510366934
24,0.2606525858658125,0.1989541960407731
25,0.25878629049182444,0.19652795957398106
26,0.25744864935038525,0.1990013191905202
27,0.25572477693851264,0.19781900750100528
28,0.2533834380616753,0.1957998127010291
29,0.2521525676132159,0.1967968390371277
30,0.2499877729214329,0.20020893529995565
31,0.24836972305793578,0.19919565140655449
32,0.24730851687088623,0.1943872842947859
33,0.24570437479224674,0.1950243674133458
34,0.24488713795224865,0.19676764455179357
35,0.24334938095467895,0.1971446520168234
36,0.2420528683340174,0.19762523105489316
37,0.23961988422987768,0.19946641050234507
38,0.2383574174445542,0.19695035670327943
39,0.2367480747726451,0.1971081022083281
40,0.2357049257812479,0.19709280466055987
41,0.23406035795357585,0.1969327399161677
42,0.23258526097597085,0.1971193255897752
43,0.23079650360563048,0.19821931607093168
44,0.22955784645614882,0.19793557760787123
45,0.22736087981066821,0.20076999281447377
46,0.22556229518005827,0.2034988607199239
47,0.2241288199697374,0.20418211425989738
48,0.2229304391378608,0.2024930765628461
49,0.220613091475677,0.20311942219271728
50,0.21949909101157303,0.2032781733394507
51,0.21862123769396408,0.20140828615507042
52,0.21781166462150692,0.20129709719718297
53,0.21659652184474806,0.20195563665404198
54,0.21581958152309683,0.2009601928113865
55,0.21456203631992649,0.19985908849566814
56,0.21305750925854505,0.19793696772236086
57,0.2123969815279855,0.19779089049885817
58,0.211065781956178,0.19650523622362204
59,0.21043806916581342,0.1975635406126661
60,0.2097772846066024,0.19743457888746047
61,0.20874954309971278,0.19912510871197905
62,0.2075453090635041,0.20462121210277773
63,0.2068384850802284,0.2050715684315697
64,0.20542261574397006,0.20694621675411487
65,0.20517111272359753,0.20564218594348713
66,0.20418098230421264,0.2053394506597401
67,0.20369563156609544,0.2068814355712737
68,0.2032061598049764,0.20888569531521436
69,0.20229302840680244,0.20978908709427094
70,0.20087306819775966,0.21060182050797255
71,0.20010698870967553,0.21032171385893222
72,0.1993430543349035,0.2102238826147035
73,0.19834979218604504,0.2122340992980588
74,0.19697012092407465,0.21155110617673126
75,0.19543307498089454,0.21018549204851084
76,0.19465244060002343,0.21025459943206218
77,0.1941193152956217,0.20987411070068643
78,0.19359312500833334,0.21611691567177835
79,0.19277913308828865,0.21508606179051382
80,0.19131689046487985,0.21486457647150417
81,0.19066446778302606,0.21428123022153364
82,0.18997118451777525,0.2148151495158854
83,0.18890366722254295,0.21598265883822845
84,0.18774531498314329,0.2161387522670815
85,0.18681437273817328,0.21578755414077974
86,0.1856120793434847,0.21499887548805455
87,0.18427621697520558,0.21380181083475372
88,0.18346476452150787,0.21374272375770167
89,0.18312757724369946,0.21400839675722172
90,0.182137207276283,0.2137676416470371
91,0.1815606540103386,0.21274950719290364
92,0.18026380967470582,0.21298481778879907
93,0.1794152966971584,0.21306022914788258
94,0.17881508362281098,0.21219015121739757
95,0.17839254531942436,0.21234446071966562
96,0.1773926967973106,0.21296033978309073
97,0.1770414346073393,0.21271370214482865
98,0.17661716023999863,0.21197758804293845
99,0.17557556855284573,0.2121586244191429
100,0.17430311596431594,0.2115277911815958
101,0.17397466484170282,0.21096906607196703
102,0.1732196627664495,0.21138075141082205
103,0.17259916665090427,0.21120673028117148
104,0.17193765097581362,0.2094442025242794
105,0.17100064844353888,0.21032511106115498
106,0.17037994181578278,0.20953095969505303
107,0.1694859855811285,0.20901064975110908
108,0.16917412422269476,0.20879126935185868
109,0.16812525093058808,0.207980718150692
110,0.16741551380158032,0.2054656412798035
111,0.1667458472864722,0.2091737337437379
112,0.16630828631810002,0.20834145218922717
113,0.16514897816924062,0.2077488014703835
114,0.16362945913847618,0.2072743237607379
115,0.16315663020943713,0.2072160461932974
116,0.16256281932371802,0.20581885404873837
117,0.16234254564345083,0.20591312135704032
118,0.1614361281590007,0.20655699764441418
119,0.16061755581167236,0.2065248005859408
120,0.15973887586365546,0.20658704758973126
121,0.1590155262564411,0.20876718091420654
122,0.15807127178040867,0.20880949251045328
123,0.15750934253224255,0.20837462551803365
124,0.1568588639395837,0.20832887374640682
125,0.15607766986268554,0.2086007775842525
126,0.15557535652433374,0.20831180846802944
127,0.15478890718039387,0.20782870089501976
128,0.15458433543638356,0.20758687970572365
129,0.15385660696339173,0.20920342189199886
130,0.153553159550217,0.21161091326314796
131,0.15228419718179373,0.21270171147198813
132,0.15149704041171771,0.2121167956629136
133,0.1510716678649564,0.21476304641662577
134,0.15058706529797833,0.21455079141632322
135,0.14965915389521747,0.2150358054988023
136,0.14843287830143911,0.21545288191893808
137,0.14788881768002804,0.21523877929812324
138,0.14723098401048662,0.21513048168830556
139,0.1467261827349262,0.21690106895640152
140,0.1457135767041075,0.21736258211969395
141,0.1447600057569271,0.2189964205326354
142,0.14437641091253048,0.2186916504896796
143,0.1436743180078448,0.2187110937385333
144,0.14347198991669458,0.2180366466098322
145,0.14341130128292917,0.21811414968544873
146,0.1431707360079607,0.21893009151783
147,0.14271804074313413,0.21912873284430343
148,0.14254042607820216,0.2194782411717707
149,0.14189181147243016,0.21953177045611488
150,0.14141338924114205,0.2193541340049557
151,0.14053296531108228,0.2179664360832215
152,0.14035533395028973,0.21776523479183704
153,0.1395062141939178,0.22083722147531445
154,0.13900513938672374,0.22080200907081257
155,0.13871864612861903,0.22001364215063415
156,0.13811771625287073,0.2215147098393039
157,0.13752613973444477,0.22114561518694062
158,0.13668099670234685,0.22056255476995132
159,0.13587326260962818,0.22036728881756365
160,0.13487492311189397,0.22055250392699163
161,0.1346765755440259,0.221054550450859
162,0.13403405413403663,0.2201412597323717
163,0.1334701229179696,0.2189477468980988
164,0.13277067886724545,0.22030245018888722
165,0.13185861512898706,0.22031510741342827
166,0.1310129459563124,0.22033327319562918
167,0.13063341622058747,0.22263493977183463
168,0.13013496655895973,0.22340891248594508
169,0.12999977254222525,0.22345183047755912
170,0.12947833461675426,0.2248149618418413
171,0.12896478509550827,0.22487706628906234
172,0.1285729638171541,0.22515305442312408
173,0.12822725316489308,0.22499945298802693
174,0.12809179381964356,0.22537747443178016
175,0.12763892597265322,0.22498125058568946
176,0.1272862295327609,0.224881319461986
177,0.12659123709897363,0.2249032755463571
178,0.12619324553248934,0.22561447637117907
179,0.12551413178138726,0.22822747975102706
180,0.12490355033383568,0.22839105455647768
181,0.12419235721213975,0.22893612306840705
182,0.12367919328986636,0.22817505402188862
183,0.12310971932973828,0.2275937330038559
184,0.1224498405703899,0.22913876770871597
185,0.12200258653892933,0.2290344895383868
186,0.12167864102214365,0.22882068570208947
187,0.12124469431355601,0.22852403338801566
188,0.12066459847691083,0.22798532960967838
189,0.12016117980643047,0.22720990131371235
190,0.11966433987763572,0.22667849445890942
191,0.11919307275813314,0.2267832259762115
192,0.11855984568103008,0.2269613938032189
193,0.11839856811742185,0.22723932630014526
194,0.11806244444276247,0.2269705194149592
195,0.11774777192276079,0.2270415138702761
196,0.11762493601415386,0.22690906594096982
197,0.1171494061004322,0.2266478952500787
198,0.11679813962431643,0.22712408264646705
199,0.11659485570952031,0.22701526595377824
200,0.11590328865734763,0.22682047961570853
201,0.11563147126525683,0.2261201809881789
202,0.11496160324103143,0.22555805908064366
203,0.11474149905898426,0.2253330531265944
204,0.11403927555098835,0.22387201227659123
205,0.11384013150668928,0.2238140457938911
206,0.113483570375455,0.22301423831012954
207,0.11331963073600858,0.22293962102886636
208,0.11270187542934759,0.22236564106078338
209,0.11230534421183591,0.222045439090595
210,0.11165311916898626,0.22183729639168637
211,0.11147194095677027,0.22169202931489188
212,0.11071259623418134,0.22018748384148512
213,0.11042953363305935,0.2202376275812195
214,0.10988142722219602,0.22072573228829415
215,0.1096147055707178,0.22208999182650485
216,0.10947091240370416,0.22283290224875846
217,0.10918196930806574,0.22299086396733817
218,0.10885733065053675,0.2224974950055701
219,0.10850144637146912,0.22234741811718867
220,0.10825028991800681,0.22312861799593275
221,0.10772042502905921,0.22265281192990824
222,0.10744009832449805,0.22261928669289852
223,0.10726750882962795,0.2227592550390704
224,0.10696007801393771,0.22320938463485795
225,0.10673758416558843,0.22309504147289064
226,0.10659276967332282,0.2232856069334909
227,0.10610383121775373,0.22467335606623343
228,0.10557245583110893,0.2251343263963201
229,0.10497161866899114,0.2254846744623827
230,0.1046646004138636,0.22533603797527887
231,0.10424587574194534,0.2249768523682364
232,0.10374015475992687,0.22495902881306445
233,0.1034949102858418,0.22493612957133935
234,0.1033048466021859,0.22439914785651288
235,0.10312274518456103,0.22441461975114974
236,0.102631097265334,0.22472421577046925
237,0.10205329866225155,0.22430395300773087
238,0.10177539436775124,0.22426937951758114
239,0.10131235866785479,0.22427985293490008
240,0.10068187609059416,0.22520204812534056
241,0.10042509797184819,0.22544536089077727
242,0.10012754811194541,0.225980239180857
243,0.09994064568334618,0.22736204548818525
244,0.09938515337162512,0.2275643350149849
245,0.09913967963844472,0.22715910229899164
246,0.0986735057555325,0.22745900745153685
247,0.09828690208836796,0.22742972440985826
248,0.09796935899467102,0.22709181777497292
249,0.09740679718844734,0.22734604034444708
250,0.0970346941541357,0.22735786905843033
251,0.0966435260478237,0.2266041309544138
252,0.09639067441529685,0.2270852342972979
253,0.09615055152457744,0.22748084025049337
254,0.09603040970235534,0.2280154581563661
255,0.09571013639418186,0.22771041554446883
256,0.09535945170209148,0.227863766428925
257,0.09493404679358466,0.22762084781497935
258,0.0946231846604478,0.227734837598085
259,0.09440753755968678,0.2275056936175054
260,0.09427835326883534,0.2272663033633747
261,0.09374192600930639,0.22785531009526297
262,0.09306785791082585,0.2277338868680223
263,0.09282389446404454,0.22863939479347428
264,0.09235874176886291,0.22861584818165717
265,0.0920436624108549,0.23053201588080596
266,0.09162767461799892,0.2327170220997546
267,0.09128063255226501,0.23297334266715172
268,0.09085162956921335,0.23321249865371763
269,0.09066593469622432,0.23324586129686578
270,0.09054744673040571,0.23348044804027812
271,0.09021579603858693,0.23310826665785916
272,0.0898287320789491,0.233592168582751
273,0.08938615255061019,0.23433837205671634
274,0.08882757855137169,0.2350141249830014
275,0.08858981027822012,0.23423982104074043
276,0.0884402368131646,0.2366927985760096
277,0.08837472360027096,0.23672729870984618
278,0.08821922679964253,0.23611282933642125
279,0.08781827693899587,0.2362554700551841
280,0.08746426227695067,0.23517656047629232
281,0.0871443412624992,0.23554853848842722
282,0.08680527822499184,0.23568547061002168
283,0.08640874222468471,0.23539365922836739
284,0.08610159725600093,0.2348669370763585
285,0.08588896385959306,0.23495422378671987
286,0.08582768434498884,0.23469372596391871
287,0.08559965547950053,0.23474047735874032
288,0.0853728315466119,0.23475382877115525
289,0.08529317292514738,0.23475956900816092
290,0.08510219208989181,0.23529835945784927
291,0.08484868096056877,0.23505554418979852
292,0.08443324139831217,0.23438270115231344
293,0.08422024799874718,0.23430626566925483
294,0.08398146131543312,0.23448243922389825
295,0.08378763166955226,0.2343478533205454
296,0.08340861765114577,0.23463282026057855
297,0.08312625342059284,0.23468518682398334
298,0.08281128732883729,0.2346562269166813
299,0.08228236485367521,0.2358655607305564
300,0.08174066763238758,0.23638860879768053
301,0.0814769550641139,0.23626257218627697
302,0.0813547086873048,0.23556039998083478
303,0.08110069667635267,0.23540625108145324
304,0.08081036682429746,0.2352717629605765
305,0.0806982992199518,0.23542624008126348
306,0.08032538140342817,0.23599762194680032
307,0.07997324959551559,0.23664335334126627
308,0.0797153001744207,0.23850725857299881
309,0.07957721621318904,0.23866013825634896
310,0.07930559869616732,0.238652860261154
311,0.07914887269635926,0.23871347532500975
312,0.07896393556901952,0.2385437795725577
313,0.07869019893396073,0.23853617918098827
314,0.07840907712791985,0.23795273714689352
315,0.07796539542324818,0.237471721593882
316,0.07771127143332605,0.23756032732648094
317,0.0771745049355281,0.2369529244598618
318,0.07705765907518737,0.236685650885137
319,0.07679731948605403,0.23709569683643217
320,0.07632643000434713,0.23709249928050996
321,0.07609628969392689,0.23773146523051494
322,0.07593334425201409,0.23811451116753218
323,0.07586804436760289,0.23810689668322338
324,0.07560735606978476,0.23795123414103275
325,0.07529910355694815,0.23803701177959127
326,0.07504528056184154,0.2381065727460684
327,0.074615767641226,0.23878688652074942
328,0.07428020653770827,0.23931488263845424
329,0.07388448062487923,0.2389853242651601
330,0.07354635236704579,0.23919733719853373
331,0.0733607552196542,0.24022299908728245
332,0.07304929093297338,0.2393485688426465
333,0.0728377409679108,0.23895115408350145
334,0.0727141055141425,0.24036196453295153
335,0.07257740398547143,0.23974223654378585
336,0.07235356343259748,0.2405737117367938
337,0.07216263983158426,0.24054145099717786
338,0.07189409720638947,0.24034115294681205
339,0.07169734616310502,0.2403044397513216
340,0.07150560288621982,0.24059706981234147
341,0.07144282412131649,0.24056064343088943
342,0.07136329512900492,0.24034053980424583
343,0.07112775487255772,0.24055178922308443
344,0.07088927595266627,0.2406493907100396
345,0.07064616745785676,0.24066845410063506
346,0.07043589077863448,0.24113901842141514
347,0.07025435015399441,0.24201277685193429
348,0.07010732509086864,0.24214760382853373
349,0.07004356650096014,0.241984164031242
350,0.06978278314990513,0.24130856668066122
351,0.06939301753035307,0.24192467232653764
352,0.06925537327381485,0.24235825103012437
353,0.06910661353916836,0.24278031170034586
354,0.06884965320408125,0.24256401646597697
355,0.06854818518520533,0.24323831827025963
356,0.06812359471169947,0.24328516245479018
357,0.06776911577682854,0.24319152349024864
358,0.06759296660358784,0.2432240705163961
359,0.06725837336465086,0.24373770952283005
360,0.0670440015303769,0.24340757790315884
361,0.06681101682045704,0.2434513947251936
362,0.06658137105050965,0.24373981911213677
363,0.06645586364710378,0.24400519331324738
364,0.06620575391931577,0.24406670148580195
365,0.06609327337094248,0.24408674006397063
366,0.0658226972376817,0.24381920463730428
367,0.06574366175679207,0.24384494991622904
368,0.06550556578344664,0.245227225686358
369,0.06522701592046319,0.245511790348627
370,0.06482110512053596,0.2452551123596819
371,0.06458909044244256,0.2455113790220447
372,0.06440495257032426,0.2453403404681999
373,0.06434304432645896,0.24632999979800707
374,0.06423987698215537,0.2465067909061048
375,0.06390348769667151,0.24700958626066974
376,0.06372258970080094,0.24885637644175956
377,0.0636689128513646,0.24967497824821466
378,0.06335959748839368,0.24965866473241247
379,0.06327844940331903,0.2494577047966708
380,0.06312089696501005,0.2491993964142168
381,0.0628720119038562,0.24874300517056105
382,0.06267367305488579,0.24823913897204963
383,0.06256550902701788,0.24780073589856422
384,0.06236164340640064,0.2479141150835127
385,0.06213449280325826,0.2479473610080818
386,0.06192220380463419,0.2478574147847927
387,0.06167374171385796,0.24785212672847978
388,0.06149044718189495,0.24735662565698577
389,0.06128720341517802,0.24727029498112618
390,0.06112634315903648,0.24773665735623143
391,0.06084171184286527,0.2481798856656404
392,0.060591885032345,0.24815306158830946
393,0.06037700581135948,0.24808794241421817
394,0.06032497921141909,0.2485488025155709
395,0.060205523719778,0.24876272068115393
396,0.06005957436359168,0.24851921850307568
397,0.05976613467827242,0.2488922783704639
398,0.05949336483490511,0.24865395750276154
399,0.05923647892647085,0.24867693355521828
400,0.0590609723215095,0.24905132415972803
401,0.05870533088425074,0.2496169056969628
402,0.05848672506775985,0.2508504140944706
403,0.05833449759086538,0.2512541434172615
404,0.05813447235754598,0.25131174604874634
405,0.0579874432939512,0.2515764537552708
406,0.0578102114421697,0.2516479442135468
407,0.05763083539172432,0.251468529958414
408,0.05757722250802617,0.25138241117369725
409,0.05740533230438505,0.2513854407332245
410,0.05724341294425895,0.2513784823848295
411,0.05713478809439646,0.25101642848896916
412,0.05697684234778514,0.2522322177529184
413,0.05669912932568456,0.2523015819077938
414,0.05656171845134109,0.2522523603089318
415,0.05641267142661695,0.25229658104096053
416,0.05603773108704182,0.25254239484401475
417,0.05595679623212937,0.25253746973717023
418,0.05569455838154955,0.2525023927210344
419,0.05559465946185484,0.2524847885934031
420,0.05545471371673149,0.2525946933062293
421,0.05525233549708571,0.2526124639360473
422,0.05506901261571267,0.25273468379470926
423,0.054748895111733,0.25251875502896304
424,0.05451833393617415,0.25273764972020374
425,0.05425644181223761,0.25273869702092194
426,0.05414565944236052,0.2524368930312675
427,0.05401822481720581,0.2523826326550542
428,0.0539205480244617,0.2523664916308267
429,0.05372633623089749,0.2524740363006949
430,0.05367668355930002,0.2525183731405039
431,0.05360892360280544,0.25224144847883617
432,0.05331090178752158,0.25188728034505575
433,0.05316605125707055,0.2520157284812429
434,0.05293122550723002,0.2520602690914051
435,0.0526471583116587,0.2520864688660469
436,0.05251231417037237,0.251735431735711
437,0.05234984985867833,0.2514149967175406
438,0.05222399671970394,0.25150254195514155
439,0.05200262744917723,0.25153897025194283
440,0.05189172565312567,0.25140601230468523
441,0.0517519559890415,0.2510317862093817
442,0.05158104721319112,0.25149640149690117
443,0.05140519055019747,0.2514624104284352
444,0.05121419129229741,0.25142638380850174
445,0.05112832370813945,0.25070399563201434
446,0.0510319352275601,0.2505998132061816
447,0.05086317831664037,0.2510397465895718
448,0.0505719350597453,0.25100704797334217
449,0.05043063245400677,0.250892728597014
450,0.05035695416234523,0.2507911752014341
451,0.05019259459091997,0.2501974292709817
452,0.05011487452128431,0.25070872090207985
453,0.04999964156556063,0.250749292878336
454,0.04983027543554835,0.2506293898409896
455,0.04963359094542554,0.25123126711659605
456,0.04956186293689512,0.25122632740163353
457,0.0494142533606123,0.25138548583995257
458,0.04921551145179843,0.25166270891152664
459,0.0491443457309778,0.2516346824977917
460,0.04912683374768062,0.2516681782738396
461,0.04886739765233741,0.25185614799756584
462,0.04874493394390773,0.2515077949825087
463,0.04859395798462715,0.2514815103024073
464,0.04843598154785871,0.251595076408464
465,0.04839782784061342,0.2515946936449543
466,0.04831376198730233,0.25180768043437635
467,0.04824329838396671,0.251872139177029
468,0.04813090819498097,0.25187610319836656
469,0.04800425416613596,0.2518285483778849
470,0.04777561347322153,0.2518454728331903
471,0.04758671780217828,0.25179682878526205
472,0.04745524632538991,0.2514703955302385
473,0.04717374340691958,0.25136555995087395
474,0.04695862998928008,0.2514501650380358
475,0.04687755609020009,0.25155718227751567
476,0.04667553908315199,0.25164187356125634
477,0.04653418761071687,0.25142351772067206
478,0.04625582570068004,0.2513259385097824
479,0.04617686663753278,0.2514507857912601
480,0.04609604721012062,0.2513760584350514
481,0.04597004845868976,0.2513985404082882
482,0.04579060262898082,0.2515866991784897
483,0.04574276957933305,0.25144842877662876
484,0.04570867914272952,0.25244334092762843
485,0.04551482434135596,0.25233816329240066
486,0.04549843335213355,0.2523552399669121
487,0.04536566906184064,0.25233091593501505
488,0.04510974999552873,0.25224980054810914
489,0.04504298111740481,0.2519877669454886
490,0.04494939562738034,0.2517054655629958
491,0.04480087209455376,0.2525135343469011
492,0.04465376394165669,0.2524997638399265
493,0.04453574449703845,0.25346976844185815
494,0.04439775441644014,0.25342157723620734
495,0.04416150250025343,0.25340583696841046
496,0.04411385471735092,0.25286261874136584
497,0.04393497644290806,0.25297442544653354
498,0.04377850208341799,0.2533630826877736
499,0.04365372641688877,0.2533785299797396
500,0.04360446488412519,0.2533222334039213
501,0.04341103595522777,0.25298395678271346
502,0.04328949072917986,0.25336331757139413
503,0.04322502367276955,0.2536053637276842
504,0.0429888676151123,0.2533721953438007
505,0.04287448309601299,0.2531128227622872
506,0.04271810813366782,0.2526745484364965
507,0.04248483165791782,0.25279909401772666
508,0.04226973286203203,0.25275379481163845
509,0.0421567534797478,0.2527563838649223
510,0.04203081789992878,0.25276853396008736
511,0.041857521829199,0.2528691924440271
512,0.04178965589394752,0.2529298217702302
513,0.04171802518070602,0.25262306943935736
514,0.0416172179518494,0.25275958699546547
515,0.04143320281128639,0.25283823974459857
516,0.04122058744885052,0.2529997187345478
517,0.04113899921766358,0.2528432726473908
518,0.04107833469078809,0.25277509873652804
519,0.04103580387180107,0.25280709348217373
520,0.04087161273163672,0.25283095148094265
521,0.04070787395334378,0.25258202129024043
522,0.04062663905783531,0.2526581874825681
523,0.04059531187578705,0.2526737269239023
524,0.04053048316458437,0.2527029741474683
525,0.04044477974639251,0.2525754389483789
526,0.04033453875664021,0.25203718540793585
527,0.04020196565362926,0.25219643104319117
528,0.04002601414282696,0.2521937274294867
529,0.03990145293365396,0.2523621103696213
530,0.03980161864838566,0.25233553347564475
531,0.03962690032242699,0.25242196518966814
532,0.03947423659148623,0.252354827268822
533,0.03933661716326654,0.2523983317694119
534,0.03929365208788379,0.2524379903286347
535,0.03914575488837094,0.25274469071980804
536,0.03908719660833738,0.2526979241178295
537,0.03901453659476312,0.2528784927197593
538,0.03880359024482537,0.25290229355263094
539,0.03857786825193488,0.2529092653213198
540,0.03847035626441841,0.2530230600805926
541,0.03838238300097953,0.2530890638579041
542,0.03830598656727224,0.25301763038410263
543,0.03813489106693287,0.2531576564270788
544,0.03805214123488242,0.2531256222627327
545,0.03800827578099275,0.2532020530327667
546,0.03792583438763832,0.2532184178734903
547,0.03774475582972442,0.25332159568216855
548,0.03769960457143063,0.2532831395624124
549,0.0376478293366948,0.2530933769296929
550,0.03754946465303916,0.2531318639990848
551,0.03751216260199357,0.25306658835022317
552,0.03736929721642371,0.25303927555020495
553,0.03726308596183923,0.2531072156641356
554,0.0371266414163336,0.25337787453204763
555,0.03697166900695502,0.2531956046934876
556,0.03685064885761912,0.25325165646917625
557,0.03682053962742903,0.2531612028911912
558,0.03671132780938392,0.2529331558477416
559,0.03657735535074211,0.2532138375686863
560,0.03647858835362836,0.2532591063807051
561,0.03640932521819802,0.25365202670251613
562,0.03632345263402521,0.2536185800350706
563,0.03615798761940981,0.2537170237408387
564,0.03596895460891725,0.25365319517833335
565,0.03584903655328997,0.2535806243930546
566,0.0357980497967242,0.25347659425778873
567,0.0356876213866389,0.25327518380985636
568,0.0356530218389589,0.2533325846658234
569,0.03547620814326709,0.2533919075344507
570,0.03538351763080287,0.2531475122997409
571,0.03527005116779838,0.25318114212811194
572,0.03515593081489508,0.2531393413757556
573,0.03508487504681632,0.2528340733964924
574,0.03492768025450203,0.25290451286086085
575,0.03478488436829346,0.25297045501892695
576,0.03459408907225093,0.2529255133249222
577,0.03440428453067298,0.2531532514052412
578,0.03427671158380199,0.25326492832620073
579,0.03414894132492707,0.253374535279426
580,0.03398145948306237,0.2534117227289704
581,0.0338351966910601,0.2535552495406807
582,0.03374651524941984,0.2534935153281788
583,0.03365275855381167,0.2537114573737181
584,0.03359294700495517,0.253788667080238
585,0.03353683236214389,0.253693057946196
586,0.03346317516256709,0.25353208397356275
587,0.03338688801060425,0.25338737827468283
588,0.03335803857995603,0.2533741300358767
589,0.03332902607445009,0.2531880058803406
590,0.03317583194411869,0.25303260539365446
591,0.0330929014546372,0.25315342377643546
592,0.03302348315492998,0.25312133424385536
593,0.0329457255888754,0.25297612637823225
594,0.03281837062968319,0.2526783418728779
595,0.03268023282493841,0.2526364881874654
596,0.03250952174320815,0.25287453865072895
597,0.03237891998464268,0.2529640545943752
598,0.03227958983350374,0.2527386948074093
599,0.03214719920524782,0.25292395227145337
